sent,label
 三 女儿 人物一 生日 年 月 日 狮子座 家庭 故事 欧阳龙 人物二 来之不易 三个 女儿,0
 基本 信息 配音 林依晨 张善为 人物二 人物一,0
 史记 记载 人物二 嫪毐 私通 人物一 发现 人物一 本想 太后 出 甘泉 宫 大臣 求情 太后 复居 甘泉 宫,0
 人物一 继位 严惩 淫乱 后宫 母后 人物二 私通 承相 吕不韦 假 太监 缪毒,0
 剑神 利用 人物二 人物一 母亲 丞相 吕不韦 姘头 关系 天下第一 神匠 打造 双拐 帮助 人物一 吕不韦 决斗 中 取得 胜利,0
 东陵瓜邵平 简介 人物一 父母 庄襄王 人物二 安葬 如今 邵平 店有 公里 临潼区 韩峪 秦东 陵,0
 人物一 母亲 人物二 汉朝 汉惠帝 母亲 吕雉,0
 当时 人物二 已经 怀孕 瞒 异人 期年 生子 取名 政 后来 人物一,0
 名词 释义 中国 历史 第一位 授予 称号 人物一 之母 人物二,0
 几个 月 过去 人物二 生下 一个男孩 男孩 取名 叫政 便是 日后 兼并 六国 人物一,0
 人物一 母亲 人物二 嫁给 吕不韦 前 邯郸 歌妓,0
 动画 天行 九歌 系列 中 角色 人物二 中国 动画 天行 九歌 系列 女性 角色 原型 中国 历史 人物一 生母 人物二,0
 人物一 母亲 人物二 太后 汉朝 汉惠帝 母亲 吕雉,0
 名词 释义 中国 历史 第一位 授予 称号 人物一 之母 人物二,0
 吕政 赵政 真伪 何从 王立群 读 史记 人物一 人物二 之乱 子楚 溘然 离世 人物二 再续 前缘,0
 淫乱 后宫 人物一 生母 人物二,0
 嫪毐 不负 吕不韦 厚望 陪 人物二 一睡 年 还生 两 儿子 可惜 两 儿子 最后 人物一 闷 麻袋 里 活活 打死,0
 人物二 原 吕不韦 姬 妾 成为 秦庄襄王 王后 其子 人物一 即位 秦王 成为 王太后 人物一 统一天下 追尊 为帝 太后,0
 年 电视剧 人物一 宋佳 饰演 人物二,0
 嫪毐 战国时期 秦国 假 宦官 太后 人物二 通奸 人物一 车裂,0
 人物一 父母 庄襄王 人物二 安葬 邵平 店约 公里 临潼区 韩峪乡 秦东 陵,0
 人物一 生母 人物二 久长 时间 居住,0
 人物一 之母 人物二,0
 传说 称 人物一 吕不韦 人物二 生,0
 人物一 吕不韦 人物二 私生子,0
 母亲 人物二 说法不一 说 吕不韦 舞姬 说 赵国 将门之后 人物一 兄弟 成蟜 人物一 后妃 妻妾 后宫 数量 众多,0
 受 相邦 吕不韦 之托为 伪 宦官 入宫 人物一 之母 太后 人物二 私通 倍受 宠信 封为 长信侯 自称 人物一 假父,0
 秦昭王 四十八年 正月 人物二 生下 一子 人物一 嬴政,0
 人物一 父母 庄襄王 人物二 安葬 如今 邵平 店有 公里 临潼区 韩峪 秦东 陵,0
 安国 继 王位 子楚 立太子 王立群 读 史记 人物一 生父 之谜 不韦 钓奇献 爱妾 人物二 有身 嫁 异人,0
 吕不韦 遇到 人物二 成为 人物一 父亲,0
 人物一 私生 两个 弟弟 人物二,0
 人物一 嫪毐 车裂 曝尸 示众 母亲 人物二 关进 雍城 萯 阳 宫 摔死 嫪毐 太后 所生 两个 私生子,0
 战国时期 秦庄襄王 王后 人物一 生母 人物二 ― 前 年 赵国 邯郸 秦庄襄王 王后 人物一 生母 秦庄襄王 合葬 西安,0
 受 相邦 吕不韦 之托为 伪 宦官 入宫 人物一 之母 太后 人物二 私通 倍受 宠信 封为 长信侯 自称 秦王 继父,0
 人物一 弟兄 见于 文献 记载 成蟜 母 人物二 嫪毐 生二子,0
 寻秦记 中 人物一 生母 名为 朱姬 人物二 原因 实际上 二者 同为 一人,0
 据说 人物二 嫁给 异人时 已经 怀有 身孕 后来 生下 人物一,0
 人物二 人物一 母亲 著名 美女 中国 封建 历史 第一个 太后,0
 秦军 围攻 赵都 邯郸 人物二 生 一个 儿子 便是 日后 统一 中国 人物一 帝,0
 千古 一帝 人物一 母亲 人物二,0
 人物二 人物一,0
 邵平 基本 信息 人物一 父母 庄襄王 人物二 安葬 如今 邵平 店有 公里 临潼区 韩峪 秦东 陵,0
 邵平 基本 信息 人物一 父母 庄襄王 人物二 安葬 如今 邵平 店有 公里 临潼区 韩峪 秦东 陵,0
 据说 进一步 笼络 住子楚 吕不韦 已经 怀孕 心爱 妾 赠送给 便是 人物一 母亲 人物二,0
 人物二 人物一 生母 入主 秦宫 人物二,0
 太上皇 名词 释义 中国 历史 第一位 授予 称号 人物一 之母 人物二,0
 嫪毐 之乱 平定 人物一 车裂 嫪毐 扑杀 两弟 母亲 人物二 迁出 咸阳 囚禁 雍,0
 第一章 人物一 之母 人物二,0
 邵平 店 邵平 邵平 店 基本 信息 人物一 父母 庄襄王 人物二 安葬 如今 邵平 店有 公里 临潼区 韩峪 秦东 陵,0
 庄襄王 死 人物二 生 秦王 政 人物一 年幼 继位 吕 称为 仲父 继任 相国 食邑 蓝田 陕西 蓝田 西 十二 县 洛阳 十万户,0
 唯独 人物二 人物一 笔到 之处 充满 厌恶,0
 人物一 欲 烫 瞎 宝玉 其眼 幸而 幸未 伤 眼睛 王夫人 不骂 人物一 人物二 一顿 臭骂,0
 人物二 素日 深 彩霞 契合 巴不得 人物一 方有 膀臂 承望 王夫人 放 出去,0
 人物二 人物一 平安 洲 一伙 地主 武装 拼杀 时 双双 丧命,0
 生 人物一 恰恰 成为 人物二 更 不幸 人物二 生下 不仅仅 半辈子 依靠 引爆 王夫人 仇恨 炸弹,0
 回 大厦 倾 公府 逐 末路 权势 败 豪门 沦 草芥 人物二 人物一 勾结 钱槐 一伙 强盗 多次 闯入 大观园 抢 杀,0
 人物二 人物一 夺 嫡 成功,0
 人物二 人物一 钱槐 一伙 强盗 闯入 众 奴才 一哄而散 没有 人肯 黛玉 效命,0
 人物二 人物一 被蓉 蔷 队伍 清剿 人物一 当场 杀死,0
 人物二 人物一 钱槐 一伙 强盗 闯入 众 奴才 一哄而散 没有 人肯 黛玉 卖命,0
 贾政 生 贾珠 贾元春 贾宝玉 王夫人 生 贾探春 人物二 生 人物一 人物二 生,0
 人物一 红楼梦 中 人物 贾宝玉 同父异母 弟弟 其母 贾政之 妾 人物二,0
 红楼梦 第一一八回 人物一 本是 一个 钱 没有 人物二 积蓄 早 弄 光,0
 彩云 却是 人物二 暗中 撮合 人物一,0
 探春 生母 人物二 胞弟 人物一 冷淡 奇 真是 一对 冤家 母女,0
 想想 人物二 牢骚 有的放矢 人物一 探春 胞弟 正 所谓 疏不间亲,0
 按雨村 论气 图式 人物二 人物一 邪 派 人物,0
 后来 人物二 人物一 一伙 强盗 霸占 贾府 园子 贾蓉 冷子兴 柳湘莲 贼 帮 合为 一党 人物二 贼 帮 逐出 府 中及 园子,0
 枫露 茶 事后 贾宝玉 撵 茜 雪 人物二 趁势 回 贾政 调 过来 当时 应是 二等 丫鬟 人物一 使用 丫鬟 资格 升为 一等,0
 人物二 人物一 双双 丧命,0
 人物一 贾政 人物二 之子,0
 二人 直接 冲突 是因为 彩云 玫瑰露 人物二 目的 自然 讨好 人物一 彩云 胆大 这事 闹 第二个 金钏,0
 贾府 抄 人物二 人物一 钱槐 屡次 带领 贼寇 闯入 府 中 烧杀 洗劫 霸占 整个 府 宅 园子,0
 人物二 骂 人物一,0
 贾政 生 贾珠 贾元春 贾宝玉 王夫人 生 贾探春 庶出 人物一 人物二 生,0
 回 系新 绦 嗟慰 失意人 拾旧 帕 悲悼 寂寞 骨 人物二 人物一 一伙人 终于 霸占 园子 荣禧堂 摆开 宴席 庆功 贺喜,0
 人物二 人物一 钱槐 勾结 一伙 强盗 多次 闯入 大观园 抢 杀,0
 表弟 贾宝玉 贾政 次子 王夫人 亲生 人物一 名义 表弟 贾政之 子 庶出 人物二 生,0
 宝玉 庶弟 人物一 嫉妒 宝玉 抄写 经书 时装 失手 弄倒 蜡烛 烫伤 宝玉 王夫人 大骂 人物二,0
 弟弟 人物一 同父异母 贾探春 同母 人物二,0
 这使 看到 人物一 小孩子 行状 心理 看到 惹事 人物二 唆使,0
 人物二 生育 贾探春 人物一 按说 算 贾家 有功 地位 不高 使唤 两个 丫头,0
 类 小事 常 母亲 人物二 误会 埋怨 攒钱 贾宝玉 人物一 不肯 人物一 做鞋,0
 人物二 人物一 勾结 钱槐 一伙 强盗 闯入 大观园 抢 杀,0
 凤姐 人物二 面前 貌似 爱护 人物一 其实 更是 恨之入骨 说 人物一 实在 令人 难疼 性早 撵出去,0
 后来 禁不住 人物二 再三 央求 王夫人 柜子 里 偷 东西 人物一 玉钏儿 发觉,0
 贾探春 中国 古典小说 红楼梦 主要 人物 故事 主人公 贾宝玉 庶出 妹妹 人物二 生 人物一 同母,0
 人物二 见宝钗 送 人物一 东西 心里 喜欢 想道 怪不得 说 宝丫头 会做人 很大 方,0
 人物二 人物一 钱槐 一伙 强盗 掠走 宝玉 关在岳 神庙,0
 这时候 人物二 生 人物一 人物一 得宠 得宠 始终 贾政 一房 名正言顺 第二 继承人,0
 后来 被蓉 蔷 冷子兴 柳湘莲 一伙 贼寇 击败 人物一 当场 杀死 人物二 仓皇 逃跑,0
 明显 人物一 人物二 贾宝玉 看做 眼中钉 千方百计 地想 拔掉 利益 争夺,0
 人物二 因见 宝钗 送 人物一 东西,0
 写出 人物二 人物一 卑鄙 狠毒 嘴脸 写出 无知,0
 贾政 妾 人物二 生子 宝玉 庶弟 人物一 嫉妒 宝玉 抄写 经书 时装 失手 弄倒 蜡烛 烫伤 宝玉 王夫人 大骂 人物二,0
 人物一 年幼 且常 被动 地受 母亲 人物二 目的 唆使 应是 应该 看到,0
 人物一 姐弟 之情 按理说 探春 人物二 生 女孩 地位 应该 人物一 更 事实 情况 并非如此 贾府中,0
 人物二 人少 走不开 加上 人物一 知道 怡红院 去过 闹 出 惊天动地 大事 非来,0
 回 醉金刚 风雨 行 侠义 痴 丫鬟 危难 献 忠贞 人物二 人物一 钱槐 一伙 强盗 掠走 宝玉 关在岳 神庙,0
 贾蓉 贾蔷 人物一 人物二 柳湘莲 陆续 趁火打劫 贾府 更是 屋漏 偏逢 连夜 雨,0
 人物二 人物一 地主 武装 清剿 匆忙 逃命 中 平安 州 地主 武装 勾结 十二个 戏子 碰 正,0
 姐弟 之情 按理说 探春 人物二 生 女孩 地位 应该 人物一 更 事实 情况 并非如此 贾府中,0
 后文 身为 少爷 人物一 半个 主子 人物二 想 吃 只能 暗地里 央求 彩云 偷,0
 人物一 父 贾政 母 人物二,0
 人物二 人物一 一伙人 终于 霸占 园子 荣禧堂 摆开 宴席 庆功 贺喜,0
 人物一 种种 行为 背后 不难看出 效仿 人物二 痕迹,0
 人物二 素日 彩霞 巴不得 彩霞 嫁给 人物一 有个 臂膀,0
 人物一 跟着 人物二 实际上 人物一 贾府 三爷 长期 名正言顺 隔绝 权力 统治 核心 之外,0
 人物二 调 探春 亲娘 人物一 亲 弟弟 不看僧面看佛面 打狗 主人 这番 打闹 岂 探春 没脸,0
 人物二 求 贾政 彩霞 人物一 做 妾 时 同样 摒退 丫鬟 大进 谗言 说 宝玉 房里 早已 有人 人物一 房里 应该 有个,0
 贾探春 中国 古典小说 红楼梦 主要 人物 故事 主人公 贾宝玉 庶出 妹妹 贾政 妾 人物二 生 人物一 同母,0
 人物二 人物 身份 极为 特殊 称为 半个 主子 贾政之 妾 人物一 贾探春 之母,0
 红楼梦 中 人物一 母亲 贾政 妾 人物二,0
 三 笑话 玄机 人物二 人物一 夺 嫡 贾政 家庭 事业,0
 蕉 下客 人物 简介 贾探春 中国 古典小说 红楼梦 主要 人物 故事 主人公 贾宝玉 庶出 妹妹 人物二 生 人物一 同母,0
 当初 人物一 关系 袭人 宝玉 关系 只不过 没 王夫人 封成准 姨娘 人物二 心里 认可,0
 人物二 其子 人物一 恨 贾宝玉,0
 其母 人物二 人物一 打小 相依为命 深受 影响,0
 所谓 近朱者赤 近墨者黑 人物一 平时 这种 环境 里 耳濡目染 人物二 手段 学 十成 十 遇到 危险 套用,0
 人物二 从来 有事没事 寻找机会 中伤 诋毁 宝玉 举动 人物一 耳濡目染 中学 会 不择手段 达到 目的,0
 贾府 人物二 人物一 贾蔷 贾蓉 入寇 企图 独占 贾府 大观园 柳湘莲 薛蟠 企图 趁乱 夺取 大观园,0
 表妹 贾探春 名义 表妹 贾政之 女 庶出 人物二 生 人物一 亲姐,0
 人物一 人物二 谗 成功 有何 畅快,0
 人物一 贾政之 子 庶出 母 人物二,0
 赵姨奶奶 人物二 红楼梦 中 人物 贾政之 妾 人物一 贾探春 之母,0
 贾政 屋里人 人物二 贾政 生 探春 人物一 半 奴隶 地位,0
 人物二 人物一 讨 人物一 认为 丫头 丢开 手便 走,0
 人物一 宝玉 同父异母 弟弟 人物二 亲生 子,0
 人物二 生 儿子 人物一 乘机 进 谗 说 宝玉 强奸 金钏儿 未遂 逼死 人命 贾政 一听 怒不可遏 宝玉 往死里 狠,0
 人物一 贾政 第三 子 人物二 出,0
 贾家 越发 贫穷 园中 众 奴才 婆子 人物二 人物一 吵闹 说 月 钱 王熙凤 克扣 家里 经济 帐目 问题,0
 妹妹 贾探春 同父异母 人物一 同母 人物二,0
 人物一 旧 听闻 旺儿 之子 德行 自是 不愿 嫁 悄命 妹子 小霞 找 人物二,0
 人物一 从芳 官处 讨些 蔷薇 硝来 彩云 打开 一看 知是 茉莉 粉 人物二 非要 找芳 官算 帐 彩云 死 劝 不住 只得 躲入 房内,0
 次年 楚庄王 率领 军队 灭掉 陈国 杀死 人物一 人物二 夺 到手,0
 后来 陈灵公 竟 大夫 孔宁 仪行父 大夫 夏御叔 之妻 司马 人物一 之母 人物二 通奸 三人 朝堂 之上 穿着 人物二 汗衫 炫耀 嬉戏,0
 陈灵公 荒淫无道 竟 大夫 孔宁 仪行 父三人同 司马 人物一 之母 人物二 通奸 三人 堂上 穿着 人物二 汗衫 炫耀 嬉戏,0
 人物二 嫁给 夏御叔 不到 九个 月 便 生下 一个 儿子 孩子 取名 人物一,0
 人物二 再嫁 丧夫 楚庄王 十六年 公元前 年 人物一 弑君 陈 国人 倒 没 计较 楚庄王 偏听 逃亡 孔宁 仪行父 一面之词,0
 人物二 人物一,0
 人物二 御叔 之妻 人物一 之母,0
 陈灵公 取悦 人物二 就让 人物一 袭 父亲 司马 官职 执掌 兵权,0
 夏南 人物二 之子 人物一 字子 南,0
 宣公 十一年 楚庄王 破 陈国 见到 人物一 母亲 人物二 十分 美丽,0
 人物二 其子 弑君 人物二 影视 形象 楚庄王 十五年 公元前 年 人物一 长到 十八岁 生得长 躯伟干 多力 善射,0
 孔宁 仪行 父二 淫贼 逃 楚国 楚庄王 诬告 人物一 弑君 之罪 添油加醋 形容 人物二 漂亮,0
 灵公 臣子 孔宁 仪行父 大夫 人物一 母亲 人物二 私通 三人 上朝 时 拿出 人物二 内衣 互相 嬉戏,0
 人物二 儿子 人物一 渐渐 长大 知事 不忍 见 母亲 碍于 灵公 无可奈何,0
 其子 弑君 人物二 影视 形象 楚庄王 十五年 公元前 年 人物一 长到 十八岁 生得长 躯伟干 多力 善射,0
 陈灵公 大夫 孔宁 仪行父 大夫 夏御叔 之妻 司马 人物一 之母 人物二 通奸 三人 朝堂 之上 穿着 人物二 汗衫 炫耀 嬉戏,0
 后来 灵公 人物二 儿子 人物一 杀死 孔宁 仪行父 逃亡 国,0
 人物二 姬姓 因嫁 夏御叔 故称 人物二 嫁 陈国 大夫 夏御叔 生 人物一,0
 后三人 竟 夏御叔 之妻 人物二 通奸 最终 致使 人物二 之子 人物一 发动 政变 陈灵公 杀,0
 尹襄 老 记载 次年 楚庄王 率领 军队 灭掉 陈国 杀死 人物一 人物二 夺 到手,0
 陈灵公 臣子 孔宁 仪行父 大夫 人物一 母亲 人物二 私通 三人 上朝 时 拿出 人物二 内衣 互相 嬉戏,0
 人物一 因心生 厌恶 一是 气愤 便暗 人物二 锁于 内室 便 门 溜出 吩咐 随行 军众 府第 团团围住 不许 走 陈灵公 孔 仪 二人,0
 当时 陈灵公 大夫 孔宁 仪行父 人物一 母亲 人物二 通奸,0
 人物一 人物 生平 人物一 作夏征 舒 陈宣公 曾孙 少西 孙子 夏御叔 人物二 之子,0
 成公 二年 楚庄王 破 陈国 见到 人物一 母亲 人物二 十分 美丽,0
 黑要 人物二 儿子 人物一,0
 人物二 离异 带有 一子 人物一,0
 家有 儿女 动画版 主要 内容 包括 自作自受 人物一 人物二 批评 决定 搞个 假 旅游 吓唬 人物二,0
 夏东海 人物二 拉 人物一 夏雨 买 好多 东西 撞伤 老奶奶 老奶奶 儿媳妇 接待,0
 接下来 几天 人物一 想 出 种种 招数 套问 夏东海 半夜 溜进 夏东海 床下 差点 吓坏 人物二,0
 后来 人物一 网友 无声 天使 出现 面前 人物二 人物一 爱心 自豪,0
 无声 天使 人物一 一连几天 晚上 泡网吧 网友 聊天 人物二 决心 弄个 水落石出,0
 人物一 人物二 正式 撤职 人物一 甘心 发誓 一定 破个 奇案 人物二 看看,0
 谓 称 叔叔 老夏 通用 夏东海 人物二 玛丽 爸爸 爸 老爸 夏雪 人物一 夏雨 小哥 加 菲猫 爸爸 人物二,0
 后来 人物二 夏东海 劝说 放弃 人物一 转学 决定,0
 人物二 儿子 人物一 座位 最后 一排 夏雨 中间 夏雪 座位 还算 前 老师 说 夏雪 成绩 稳定 座位 跟着 成绩 调整,0
 夏东海 转而 劝 人物二 人物一 慢慢来 说服 不能 压服,0
 转学 风波 人物二 准备 人物一 转学 换 一个 新 学习 环境,0
 人物一 劝 夏雪 干脆 承认错误 夏雪 同意 想 办法 筹钱 人物一 东西 拍卖 人物二 发现 人物一 险些 说漏嘴,0
 儿媳妇 搞清楚 阵势 马上 说 老奶奶 脚肿 面包 已经 送 医院 人物二 东海 始知 人物一 夏雪 祸 闯大,0
 赔 钱 人物二 找 人物一 算账,0
 人物二 警告 夏东海 明天 人物一 说服 决不 轻饶,0
 人物一 改掉 贪睡 毛病 人物二 跋山涉水 郊外 人物一 买 优质 鸡蛋,0
 人物二 好不容易 说服 人物一 采购 大批 烹饪 书籍 买来 很多 材料 准备 好好 培养 人物一 一名 大厨,0
 亲人 夏祥 父亲 人物二 现任 老婆 玛丽 前妻 人物一 夏雨 儿子 夏雪 女儿,0
 意外 周折 人物二 人物一 衣服 兜里 发现 块钱 人物一 称 花园 捡 人物二 钱 交给 胖 婶,0
 夏雨 人物二 告密 人物一 可能 离家出走,0
 晚上 人物二 人物一 明星 梦 总算 醒 鼠标 妈妈 找上门来 鼠标 刚买 一件 白色 恤衫 上面 横七竖八 全是 人物一 签名,0
 很快 人物二 发现 人物一 旅行包 里 车票 地图,0
 女主人 某大 医院 护士长 人物二 离异 带有 子 人物一,0
 人物二 这才 恍然大悟 原来 人物一 出租 钢琴 花钱 雇人来 家里 弹琴,0
 不同 待遇 人物一 在家 擦 玻璃 人物二 会 表扬 遭到 训斥,0
 东海 人物二 一番 侦查 终于 怀疑 人物一 小雨 铁蛋 背后 捣鬼,0
 东海 成 马夫 人物二 大管家 人物一 平日 想 做 不敢 做 事 一道 出 平日 里 无理要求 东海 人物二 毕恭毕敬 接受,0
 人物二 坚持 儿子 一定 要考 重点高中 东海 尊重 人物一 选择 小雪 认为 人物一 根本 考不上 重点高中 小雨 全力支持 人物一 将来 厨师,0
 亲人 夏祥 父亲 范晓 英 岳母 人物二 现任 老婆 玛丽 前妻 人物一 夏雨 儿子 夏雪 女儿,0
 人物二 决定 大扫除 暂停 明天 人物一 在家 一起 干 点 教育,0
 人物一 身份 人物二 儿子 夏雨 之兄 夏雪 之弟,0
 谓 称 梅梅 夏东海 妈妈 妈 人物一 夏雨 夏雪 人物二 阿姨 通用,0
 东海 人物二 人物一 夏雪 做戏 没有 阻拦 夸 二人 演得,0
 东海 了解 夏雪 反常 行为 雇佣 人物一 跟踪 夏雪 人物二 发现 人物一 行动诡秘 收买 夏雨来 跟踪 人物一,0
 人物二 认为 蟑螂 出现 说明 家里 一定 存在 卫生死角 号召 全家 开展 大扫除 人物一 非常 不乐意,0
 家有 儿女 中 人物 人物二 电视剧 家有 儿女 中 人物 人物一 母亲,0
 父亲 教育 夏雪 人物一 夏雨 一起 认真 母亲 人物二 洗 一回 脚,0
 爸爸 夏东海 一个 爸爸 没有 人物一 闯 祸 如实 反映 人物二 后来 东海 亲自 教训 人物一,0
 人物一 摆脱 人物二 纠缠 人物二 出 主意 钢琴 租给,0
 人物一 男 岁 人物二 生子 夏东海 继子,0
 人物二 挽回 不利 局面 努力 人物一 同学们 认同 人物一 哥们,0
 胡一统 电视剧 家有 儿女 人物 人物一 父亲 人物二 前夫,0
 人物二 狠揍 人物一 一顿,0
 一天 人物一 蓬头垢面 晚 回家 人物二 夏东海 感到 紧张,0
 后来 人物一 承认 错误 亲手做 心 模型 人物二 人物一 诚实 赦免 屁股,0
 大扫除 全 刚刚 干 几分钟 接连不断 发现 很多 卫生死角 人物二 分析 发现 问题 人物一 制造,0
 后来 家里 东西 神秘 丢失 人物二 误认为 人物一 故意,0
 这时候 人物一 杨欣 家里 艰苦 劳动 原来 杨欣 忽然 改变 主意 不去 电影 效仿 人物二 进行 大扫除 人物一 当成 主力,0
 人物一 气愤 之余画 讽刺 人物二 漫画 京城 少年 杂志 发表 人物一 顿时 成 焦点人物,0
 一位 厨师 人物二 不好 翻脸 下逐客令 尴尬 看着 厨师 拉 人物一 房里 授课,0
 玩 艺术 人物二 人物一 请来 家教 捣蛋鬼 人物一 气 走,0
 人物一 马上 面临 中考 人物二 人物一 将来 忧虑,0
 博士 夫妻 去向 东海 人物二 求教 东海 人物二 当年 教育 人物一 小雨 办法 交给 博士 夫妇,0
 后来 夏东海 发现 人物二 错怪 人物一 最后 奖励 人物一 吃 螃蟹 人物二 罚 喝 辣 汤,0
 人物二 人际关系 家人 夏东海 丈夫 人物一 夏雨 儿子 夏雪 女儿 胡一统 前夫,0
 人物一 年 年 月 日 讳 道 唐朝 公主 中国 唐朝 第五代 皇帝 唐睿宗 李旦 第八 女 母 人物二,0
 第二年 人物二 生 李隆基 另有 两女 人物一 玉真 公主,0
 外甥 媳妇 人物二 侧室 生 唐玄宗 李隆基 人物一 玉真 公主 武则天 勒令 处死 追 谥 为昭成 顺圣 皇后,0
 外甥 媳妇 人物二 侧室 生 唐玄宗 李隆基 人物一 玉真 公主 武则天 勒令 处死 追 谥 为昭成 顺圣 皇后,0
 人物一 母 人物二 先封 西城 县主,0
 人物二 侧室 生 唐玄宗 李隆基 人物一 玉真 公主 武则天 勒令 处死 追 谥 为昭成 顺圣 皇后,0
 人物一 家族 成员 人物一 父亲 唐睿宗 人物一 母亲 人物二 人物一 同母 哥哥 唐玄宗 人物一 同母 妹妹 玉真 公主,0
 第二年 人物二 生 李隆基 之后 生下 两个 女儿 人物一 玉真 公主,0
 余 光荣 陈玉洁 女儿 人物一 妻子 王胜天 人物二 儿媳妇,0
 王胜天 王胜 志之母 王青云 妻子 人物二 赖素 绫 何佩琪 婆婆 人物一 奶奶 王思佳 曾祖母,0
 好友 王玉 婷 杨建 志 前妻 人物一 人物二 儿子 雷光 外号 雷公 安琪,0
 王青云 妻子 人物二 赖素 绫 何佩琪 婆婆 人物一 奶奶 王思佳 曾祖母,0
 金与正 女 朝鲜人 人物一 胞妹 年 月 日 出生 原 朝鲜劳动党 总书记 第二代 最高 领导人 金正日 四女 母亲 人物二,0
 人物一 母亲 人物二 尊称 平壤 母亲 金正日 确立 接班人 地位 之前 其母 金正淑 尊称 朝鲜 母亲 规格 如出一辙,0
 人物 经历 早年 经历 人物一 出 生于 年 月 日 金正日 夫人 人物二 年 瑞士 留学 张,0
 金正日 三子 人物一 年 人物二 生 现为 朝鲜 最高 领导人,0
 人物一 人物 经历 人物一 早年 经历 人物一 出 生于 年 月 日 金正日 夫人 人物二 年 瑞士 留学 张,0
 第三任 夫人 人物二 年 乳癌 去世 二 子 金正哲 三子 人物一 所出,0
 金与正 岁 金正日 夫人 人物二 女儿 人物一 亲 妹妹,0
 人物二 育有 二子 金正哲 人物一,0
 人物一 一个 姨妈 人物一 生母 人物二 妹妹 名叫 高英淑,0
 金正哲 金汝贞 人物一 母亲 人物二 几个 兄弟姐妹 同父异母,0
 高英淑 朝鲜 领导人 人物一 生母 人物二 妹妹 人物一 姨妈,0
 人物二 儿子 人物一 金正日 次子 金正哲 年 人物二 生,0
 武艺 家庭成员 爸爸 武力 弟弟 人物一 妈妈 人物二 外婆,0
 家庭成员 爸爸 武力 弟弟 人物一 妈妈 人物二 外婆,0
 人物一 家庭成员 父亲 武力 哥哥 武艺 妈妈 人物二 外婆,0
 人物一 先生 人物二 女士 出,0
 人物一 事迹 年 月 日 香港 赌王 三太 人物二 幼子 人物一 贵为 城中 钻石 男 感情生活 张,0
 人物一 人物二 出,0
 人物一 生于 年 月 日 赌王 何鸿燊 三 姨太 人物二 儿子 同胞 姐姐 何超莲,0
 剧情简介 武当 弟子 张翠山 魔教 妖女 人物二 结为 夫妻 生下 一子 人物一,0
 人物二 天鹰 教 教主 之女 天鹰 教 得到 屠龙刀 以后 召开 扬刀立 威 大会 张三丰 五 徒弟 张翠山 人物一 父 大会,0
 小说 中 所用 兵刃 少见 银制 单钩 铁制 判官笔 称为 银钩 铁划 白眉鹰 王 殷天正 之女 人物二 结为夫妇 生 人物一,0
 人物二 抬头 仿佛 变 一个 轻巧 巧 一句 话 濒死 还令 武林 大乱 毁 少林 清静 更 人物一 埋 一记 闭门羹,0
 人物一 武当 名侠 张翠山 天鹰 教 妖女 人物二 儿子 身上 流动 血脉 正 邪 两派 中,0
 求生不得 痛苦 煎熬 可想 而加 人物二 问 是否 说出 义父 下落 时 人物一 昂然 回答 便 打死 说,0
 香港 无线 吴启华 饰 人物一 黎姿 饰 赵敏 佘诗曼 饰 周芷若 江希文 饰小昭 陈少霞 饰 殷离 蛛儿 米雪 饰 人物二,0
 人物一 四女 之中 殷离 感情 亲切 自然 可敬 可感 或许 是因为 殷离 母亲 人物二 相像,0
 朱九真 人物 经历 人物二 临死时 叮嘱 人物一 愈 美貌 女子 愈 朱九真 会 骗人 小心,0
 一念 之仁 谢逊 放过 张翠山 人物二 世上 人物一 最后 无忌 激起 慈爱 之心 终使 谢逊 一生 怨愤 得到 化解,0
 后来 帮助 张翠山 人物二 人物一 离开 冰火 岛 临行 前教 无忌 武功 秘籍 口诀,0
 穿越 穿越 人物一 他姐 金毛狮 王 义女 张翠山 人物二 女儿 赚 赚 翻,0
 朱九真 应验 人物二 告诫 人物一 好看 女人 越会 骗人,0
 三人 海上 遇难 辗转 流落 冰火 岛 岛上 一住 便是 十年 其间 张翠山 人物二 成亲 生下 一子 人物一,0
 杨逍 纪晓芙 之恋 张翠山 人物二 之恋 相 辉映 人物一 赵敏之 恋 相 呼应,0
 人物二 张翠山 后来 更 结成 夫妇 岛上 诞下 一子名 人物一,0
 同年 月 搭档 苏有朋 贾静雯 出演 古装 武侠剧 倚天 屠龙记 饰演 人物一 母亲 人物二 更 关注,0
 人物二 张翠山 冰火 岛上 结为夫妇 诞下 一子 人物一,0
 人物二 张翠山 更 结成 夫妇 岛上 诞下 一子名 人物一,0
 所用 兵刃 少见 银制 虎头 钩 铁制 判官笔 称为 银钩 铁划 白眉鹰 王 殷天正 之女 人物二 结为夫妇 生 人物一,0
 年 参演 安以轩 邓超 主演 经典 武侠 翻拍 剧 倚天 屠龙记 饰演 人物一 母亲 人物二,0
 人物一 金庸 武侠小说 倚天 屠龙记 第二 第四卷 男主角 武当 张翠山 明教 人物二 之子 出生 冰火 岛过 原始 生活,0
 回 武当 路上 殷野王 人物一 舅父 计 劫走 交由 人物二 人物一 之母 王盘山 扬刀立 威,0
 人物一 金庸 武侠小说 倚天 屠龙记 第二 第四卷 男主角 武当 张翠山 天鹰 教 人物二 之子 出生 冰火 岛过 原始 生活,0
