sent,label
 金大定 七年 公元 追随 人物二 创派 时 七个 胶东 道人 称为 人物一,0
 宫内 塑有 全真道 祖 人物二 人物一,0
 人物二 人物一 修道 传教 活动 大事记,0
 追随 人物二 创派 时 七个 胶东 道人 称为 人物一,0
 人物一 道教 全真道 创始人 人物二 七位 嫡传 弟子,0
 陈抟 人物二 人物一 张三丰 武功 出神入化,0
 东游 山东 人物二 收 马丹阳 孙不二 王玉 阳 丘 长春 谭长真 刘长生 郝 太古 人为 徒 后称 人物一,0
 人物一 人物二 一起 弘扬 道教 全真 派 丘处机 人物二 仙化 后入 磻溪 穴居 历时 六年 行携 蓑笠 人称 蓑笠 先生,0
 人物二 人物一,0
 丘处机 生于 年 山东人 自号 长春 子 拜 全真教 创始人 人物二 为师 著名 人物一,0
 妻同 人物二 弟子 中 人物一,0
 周伯通 周伯通 金庸 小说 射雕 英雄传 神雕侠侣 中 人物 人物二 中 神通 师弟 人物一 师叔,0
 人物二 修道 十一年 主要 山东 宁海 一带 传教 共 收入 门 弟子 七位 号 封 人物一,0
 人物二 陕西 修道 赴 山东 宁海 传道 收 人物一,0
 纪念 道教 全真 派 创始人 王喆 射雕 英雄传 中 人物一 师傅 人物二 修建,0
 万寿宫 主体 建筑 宫内 塑有 全真道 祖 人物二 人物一,0
 射雕 英雄传 人物二 人物一 哲别 窝阔台 拖雷 铁木真 完颜洪烈 周伯通,0
 金大定 年间 学道 全真教 祖师 人物二 六 弟子 称为 七真 人物一,0
 人物一 主要 经历 全真道 创教人 王喆 人物二 共收 马钰 谭处端 刘处玄 丘处机 王处一 郝大通 孙不二 七大 弟子,0
 重阳 宫 人物一 七真 人物二 七位 嫡传 弟子,0
 人物二 人物一 长春 子 丘处机 玉阳子 王处一 广宁子 郝大通 清净 散人 孙不二 长生子 刘处玄 长真子 谭处端 丹阳 子 马钰,0
 相关 传说 相传 人物二 闭关 成功 发展 处 全真教 出现 人物一,0
 博士学位 论文 金元 时期 道教 文学 研究 全真教 人物二 人物一 诗词 中心 一书 人民出版社 出版 获得 数次 奖项,0
 人物二 人物一 长春 子 丘处机 玉阳子 王处一 广宁子 郝大通,0
 清静 家风 人物二 人物一 丹法 关要 宗教学 研究 年 月,0
 神雕侠侣 甄志丙 人物二 人物一 忽必烈 周伯通,0
 人物一 人物二 一起 创立 道教 全真 派,0
 射 雕版 人物二 说 街上 看到 老人 摔倒 扶 讹 人物一 帮 解决 败诉 东邪 黄药师 讨回公道,0
 记者 近日 获悉 曲江 影视 投拍 电影 人物一 明年 开拍 赵长军 出演 人物一 师父 人物二,0
 想 检验 武功 试试 人物二 人物一 天罡 北斗 阵 多数 有去无回,0
 教主 人物二 七个 弟子 人物一 倡导 形成 一个 佛教 丛林 制度 楷模 要求 住庙 出家 吃斋 断 欲 新 道教 派系,0
 看来 全真 派 衰落 人物二 不行 人物一 太废,0
 全真教 人物一 道教 全真道 创始人 人物二 七位 嫡传 弟子,0
 孙不二 法名 不二 号 清净 散人 人物二 人物一 称 孙仙姑,0
 人物二 肯定 方法 告诉 人物一,0
 人物二 开创 道家 全真教 七大 弟子 称为 人物一 又称 北七真 武当山 修炼 多年,0
 七子 人物一 人物一 指 马钰 谭处端 刘处玄 丘处机 王处一 郝大通 孙不二 道教 全真道 创始人 人物二 七位 嫡传 弟子,0
 江湖 五绝 周伯通 周伯通 金庸 小说 射雕 英雄传 神雕侠侣 中 人物 人物二 中 神通 师弟 人物一 师叔,0
 人物二 去世 人物一 广为 传道 说服 成吉思汗 罢兵 止 杀 挽救 苍生 危难 全真 派 更加 风行 天下,0
 全真 派 人物一 道教 全真道 创始人 人物二 七位 嫡传 弟子,0
 人物一 人物二 一起 创立 道教 全真 派 丘处机 人物二 去世 后入 磻溪 穴居 历时 六年 行携 蓑笠 人称 蓑笠 先生,0
 周伯通 金庸 小说 射雕 英雄传 神雕侠侣 中 人物 人物二 中 神通 师弟 人物一 师叔,0
 殷素素 天鹰 教 教主 之女 天鹰 教 得到 屠龙刀 以后 召开 扬刀立 威 大会 人物二 五 徒弟 人物一 张无忌 父 大会,0
 年 张卫健 李冰 冰 李小璐 合作 古装剧 少年 人物二 出演 人物一 一角,0
 人物二 剧中 出场 时 九十 高龄 人物一 十年 回归 武 当时 百岁 大寿 重遇 长大 张无忌 时当 已臻 太极 柔和 极致,0
 其师 人物二 百岁 寿辰 日 群雄 武当 勒逼 人物一 说出 义兄 谢逊 下落 武当 诸侠 曾议 此招 仅限于 老者 道士 僧人,0
 武林高手 前来 兴师问罪 面对 众多 名门 大派 人物二 母鸡 保护 小鸡 依然 毫不犹豫 回护 人物一 殷素素,0
 人物二 没有 来得及 阻止 这一 悲剧 发生 事先 知道 事件 前因后果 人物二 定 会 自有 担当 绝不会 人物一 轻率 逞 血气之勇,0
 说 人物二 传 张松溪 人物一 再傅 宋远桥 名 十三 式,0
 人物二 共收 七名 弟子 宋远桥 俞莲舟 俞岱岩 张松溪 人物一 殷梨亭 莫声谷 合称 武当七侠,0
 人物一 五侠 医剑 双绝 美女 人物二 唯一 女弟子 俞岱岩 妻子,0
 人物二 九十岁 寿辰 余岱岩 残废 人物一 殷素素 相遇 张 殷 谢三人 前往 冰火 岛,0
 武当派 人物二 弟子 人物一 白眉鹰 王之 女 殷素素 金毛狮 王 谢逊 抓 做 人质 带到 北海 一个 无人 荒岛 倚天 屠龙记 冰火 岛 张,0
 倚天 屠龙记 剧情简介 上集 武当 人物一 奉师 人物二 命寻 屠龙刀 途中 邂逅 白眉 教 香主 殷素素 二人 生 情愫,0
 东海 王盘山 岛上 江湖 人士 为争 屠龙刀 纷争 武当 祖题 人物二 五 弟子 人物一 天鹰 教 段 素素 明教 金毛狮 王 谢逊 胁迫 冰火 岛,0
 武当七侠 各有所长 人物二 独对 人物一 另加 青眼 寄予厚望 原因 俞莲舟 说 是因为 人物一 悟性 最高 作 人物二 衣钵传人,0
 武当掌 门 人物一 内容梗概 刚刚 穿越 成为 武当 人物二 弟子 人物一 愿望 简单 武当 力压 江湖 诸派 成为 华夏 武林 圣地,0
 倚天 屠龙记 中 人物二 七个 徒弟 从大到 顺序 宋远桥 俞莲舟 俞岱岩 张松溪 人物一 殷梨亭 莫声谷,0
 少年 人物二 内地版 易天行 苏有朋 饰 人物一 饰 张松溪 隆猛 饰,0
 父亲 武当 人物二 七大 门徒 中 老五 人称 银钩 铁划 张五侠 人物一 儿子 四个 女孩子 所爱 张无忌,0
 人物一 善良 厚道 善恶 分明 自幼 拜 人物二 为师 师徒 情如 父子 师兄弟 情如 手足,0
 人物一 少年 心性 心中 搁 事 沉不住气 比之其 师父 人物二 厚重 沉稳 确实 差 太,0
 少年 人物二 张卫健 版 饰 人物一,0
 实际 真正 成为 人物二 弟子 仅 张松溪 人物一 两人 真正 真传 仅 张松溪 一人,0
 承 人物二 武术 处世之道 思想 端正 歪 加上 资质聪颖 廿来 岁 已练 一身 高强 武功 江湖人称 银勾铁划 人物一 张五侠,0
 殷素素 天鹰 教 教主 之女 天鹰 教 得到 屠龙刀 以后 召开 扬刀立 威 大会 人物二 五 徒弟 人物一 大会,0
 人物二 七大 弟子 中 张松溪 人物一 真正 入室弟子,0
 这时候 身为 人物二 徒弟 人物一 代 嫡传 子孙 张雨辰 基因 觉醒,0
 张无忌 回 中原 人物二 虚岁 人物一 殷素素 自杀,0
 人物二 郭启儒 刘宝瑞 郭全宝 李文华 人物一 关学曾 家属 纷纷表示 加入 团体,0
 人物一 带 写出 乒乓球 后来 人物二 表演 段子,0
 著名 表演 大师 人物二 马三立 常宝堃 苏文茂 人物一 后起之秀 郭德纲,0
 一次 人物一 恩师 人物二 同台 毛主席 演出 卖 布头,0
 中央人民广播电台 存有 六十年代 初 人物二 郭启儒 人物一 郭全宝 表演 卖 布头 录音,0
 人物二 说 大意 木头 人物一 块 玉,0
 年 人物一 进入 中国 广播 说唱团 师从 人物二 先生,0
 年 调入 中国 广播 说唱团 工作 先后 人物二 刘宝瑞 人物一 郝爱民 合作 表演 相声,0
 在此之前 人物二 人物一 应邀 出访 日本,0
 相声 赵炎 人物一 已故 李文华 已故 姜昆 侯耀文 已故 石富宽 人物二 已故 录像 郭全宝 已故 录像,0
 回国 参加 中央广播说唱团 先后 刘宝瑞 人物二 郭启儒 人物一 郝爱民 名家 合作,0
 铃不响 都响 逗你玩 宇宙 牌 香烟 人物二 马三立 人物一 著名 段子 人乐,0
 六零 年 外地 演出 人物二 人物一 已经 压轴,0
 著名 表演 大师 人物二 马三立 常宝堃 苏文茂 人物一 后起之秀 姜昆 郭德纲,0
 看好 方 解放初期 直至 世纪末 人物二 人物一 姜昆 相声 演员 积极 改编 创新 传统 相声 题材 中国 相声 艺术 进入 鼎盛 时代,0
 人物二 人物一 原名 马树槐 年 生于 北京,0
 当时 领导 确定 人物二 刘宝瑞 郭启儒 郭全宝 人物一 老师,0
 年 春晚 当时 已经 淡出 舞台 人物二 出场 指着 人物一 说 熟悉 徒弟 人物一,0
 年 调入 中国 广播 艺术团 说唱团 先后 人物二 刘宝瑞 人物一 郝爱民 著名 表演艺术家 合作 表演 相声,0
 人物一 师从 相声 大师 人物二 我国 相声 第七代 传人 曾任 中央广播说唱团 团长 全国政协 委员,0
 最后 说唱团 艺委会 讨论 决定 人物一 老师 人物二 责任 老师,0
 改名 人物一 原来 马树槐 改 名 人物二 主意,0
 随团 学习 期间 深受 人物二 郭启儒 刘宝瑞 前辈 教益 始用 艺名 紫阳 人物一 原名 马树槐 搭档 互为 捧 逗,0
 相声 赵炎 人物一 已故 李文华 已故 姜昆 侯耀文 已故 石富宽 人物二 已故 录像 郭全宝 已故 录像,0
 初步 知道 人物二 人物一 姜昆 相声 演员,0
 人物一 年 月 日 年 月 日 原名 马树槐 相声 大师 人物二 掌门 弟子 中国 相声界 领军人 代表 人物,0
 人物二 人物一 师父 人物一 姜昆 师父 姜昆 倪明 师父,0
 扒 马褂 表演 版本 高德明 绪 贵 人物二 郭启儒 刘宝瑞 王长友 王世臣 人物一 赵振铎 赵世忠 李金斗 擅长 演此 曲目,0
 人物一 师胜杰 都候 宝林 先生 徒弟 马三立 先生 人物二 师叔,0
 人物二 贾振良 黄铁良 杨紫阳 人物一 胡必达 殷培田 贾冀光 丁广泉 康达夫 李如刚 吴兆南 师胜杰 郝爱民,0
 其实 冯巩 姜昆 刘伟 一辈 祖师爷 马三立 师爷 人物二 人物一 只能 算是 师父,0
 老师 人物二 走南闯北 巡回演出 经常 中南海 表演 当时 报纸 评论 继 人物一 之后 一颗 新星,0
 年 以前 人物一 马树槐 人物一 名字 进团 以后 人物二 改,0
 九 捉放 曹 人物二 郭全宝 三字经 马三立 赵佩 哭 笑论 人物一 于世猷,0
 觉得 人物一 人物二 表演 热情奔放 艺术 顶尖 人物一 特别 爱 相声 相声 视为 第二 生命,0
 人物一 原名 马树槐 相声 大师 人物二 掌门 弟子 中国 相声界 领军人 代表 人物,0
 当时 领导 确定 人物二 刘宝瑞 郭启儒 郭全宝 人物一 老师 人物二 责任 老师,0
 人物二 人物一 姜昆 冯巩 牛群 陈佩斯 朱时茂 殷秀梅 王馥荔 聂中明 彭修文 袁方,0
 苏文茂 人物二 郭启儒 刘宝瑞 人物一 姜昆 于宝林 冯宝华,0
 相声 名家 人物一 先生 评价 王世臣 说 心目 中 人物二 相声界 就数 形象 高大,0
 包括 马三立 人物一 马志明 董湘昆 孙书 筠 花五宝 常宝华 人物二 几十位 艺术家 表演 曾令 观众 大饱 耳福 眼福,0
 世人 知 人物一 人物二 徒弟 实际上 当时 人物二 刘宝瑞 郭全宝 郭启儒 四 巨头 争 人物一,0
 相声 赵炎 人物一 李文华 姜昆 侯耀文 石富宽 人物二 已故 录像 郭全宝 已故 录像,0
 师父 人物二 师爷 朱阔泉 师兄 黄铁良 人物一 殷培田 丁广泉 师胜杰,0
 人物一 先生 师父 人物二 大师 刘宝瑞 武魁海 陈文光 席香远 苗文 浩 车文通 魏文华 魏文亮 张文霞 刘曼 影 李世 续,0
 七 相面 人物二 郭启儒 罗成 戏 貂蝉 王谦祥 李增瑞 金刚 腿 刘宝瑞 郭全宝 人物一,0
 相声 赵炎 人物一 已故 李文华 已故 姜昆 侯耀文 已故 石富宽 人物二 已故 郭全宝 已故,0
 名家 小传 名家 论集 刘宝瑞 集 张寿臣 集 人物二 集常氏集 苏文茂 集 人物一 集中 华 曲艺,0
 十 卖马 人物二 刘宝瑞 高凤山 福寿全 常贵田 常宝华 春联 人物一 郭启儒 拆字 人物一 刘宝瑞 郭启儒,0
 如此这般 知道 人物二 人物一 丁广泉 冯巩 牛群 众多 中国 相声 名家,0
 人物二 刘宝瑞 人物一 自幼 喜爱 相声 常常 光顾 西单商场 启明 茶社 欣赏 赵霭如 刘德智 高德明 相声 艺术,0
 张寿臣 蘑菇 常宝堃 人物二 侯一尘 孙玉奎 人物一 马三立 老舍 改 相声 相声 作者 何迟,0
 天津 著名 相声 演员 马三立 人物二 常宝堃 高英培 人物一 冯巩 牛群 郭德纲 于谦,0
 年 月 调入 中国 广播 说唱团 得到 人物二 刘宝瑞 郭启儒 郭全宝 名家 精心 指导 人物一 合作 上演 大量 新 节目,0
 邱胜扬 拜师 一个 简单 隆重 拜师 仪式 姜昆 徐惠民 邱胜扬 三人 多年 心愿 相声 大师 人物二 人物一 一派,0
 戊戌变法 失败 人物一 六 君子 死难 人物二 鸡鸣寺 倡建 此楼 杜甫 诗句 忧来 豁 蒙蔽 命名 纪念,0
 人物二 陈宝箴 推荐 人物一 刘光第,0
 参加 院试 时 人物二 人物一 兄 杨聪 二人 蜀中 当代 苏轼 苏辙,0
 人物一 百日维新 光绪 二十四年 年 人物二 推荐 人物一 应征 经济 特科,0
 捷报 传来 人物一 满怀激情 代 人物二 草拟 广 军援 桂奏稿 此稿 成为 近代史 一篇 重要文献,0
 光绪 二十八年 人物二 观音 楼之右 纪念 戊戌六 君子 人物一 倡议 经堂 改建 豁蒙楼,0
 人物二 派 人物一 进京 入朝,0
 人物一 人物二 弟子 幕僚 到京后 人物二 保持 密切联系,0
 五 人物二 营救 人物一 行动,0
 人物一 遇难 人物二 十分 痛惜,0
 三 戊戌变法 期间 人物二 人物一 下达 指令,0
 六 君子 被捕 人物二 独独 营救 人物一 一人,0
 人物二 急电 挽救 得意门生 人物一 深感 痛惜,0
 人物一 人物二 坐京,0
 二 光绪 二十一年 三月 二十二年 正月 人物一 人物二 密电 光绪 二十二年 正月 人物二 密信,0
 人物二 急电 挽救 得意门生 人物一,0
 本书 中 很多 细节 引 入神 故事性 强 六 君子 被捕 人物二 独独 营救 人物一 一人,0
 光绪 二十一年 两江 总督 人物二 人物一 游览 鸡鸣寺 纵论 诸子百家 指点 时蔽,0
 遂 成为 人物二 钟爱 五大 弟子 张祥 龄 人物一 毛瀚 丰 彭毓嵩 号 蜀中 五 少年,0
 人物二 人物一 豁蒙楼,0
 清末 两江 总督 人物二 曾多次 学生 人物一 登临 鸡鸣寺,0
 封神演义 中 人物一 奉太上 人物二 敕命 封屡树 战功 武将 黄飞虎 东岳泰山 天 齐仁圣 大帝 命 总管 天地 人间 吉凶祸福,0
 申公豹 使出 断头 术 骗 人物一 封神榜 人物二 阻止,0
 人物二 毕竟 顾全 师尊 颜面 人物二 人物一 之口 封禅台 敕封 六御,0
 正一道 人死 奉 人物二 命 代理 封神 便 投生 转世 人物一 辅助 周室 消灭 商纣,0
 原存于 玉虚宫 人物二 处 后来 借给 人物一 点将 封神,0
 燃灯 道人 禅教 教主 人物二 徒弟 帮助 人物一 伐 纣王 助手,0
 人物一 遂 重返 修仙 之地 拜会 老师 人物二 求 破阵 法,0
 儿时 最爱 封神榜 直到现在 记忆犹新 穿越 商周 时期 人物二 人物一 哪吒 一干人 全 听 调遣,0
 剧情简介 人物一 师从 人物二 修道 中 野鸡 精 狐狸精 误会 冲突 二 妖 联合 玉石 琵琶 精向 女娲 媒体 探班照 张,0
 封神 英雄榜 剧情简介 人物一 师从 人物二 修道 中 野鸡 精 狐狸精 误会 冲突 二 妖 联合 玉石 琵琶 精向 女娲 媒体 探班照 张,0
 封 神台 建造 始末 人物二 命 人物一 岐山 修建 张挂 封神榜,0
 后来 人物二 人物一 说 没 神位 神上 神 主管 神 神位 安在 高处 看清 神 一举一动,0
 溶洞 景观 天然 造形 竟 神似 封神演义 中 人物一 人物二 太乙 真人 哪吒 诸神,0
 封神 战时 人物二 敕令 四不相为 人物一 坐骑,0
 人物一 人物二 二郎神,0
 其间 人物二 赐 人物一 打神 鞭 封神 完毕 之后 奉还 此鞭 人物二 念 封神 有功 收,0
 后来 人物一 助周灭 纣 成功 奉 人物二 法旨 封神 比干 追封 北斗七星 中心 天权 宫 文 曲星君,0
 人物一 人物二 门人,0
 封神 伏 魔 人物一 昆仑山 玉虚宫 拜于 人物二 门下 受玉虚 敕命 人物一 阐教 教主 人物二 接过 封神榜 代行 封神,0
 人物一 法力 敌 大鹏 人物二 三光 神 水 护住 西岐 羽翼 仙 用尽 一夜 力气 未能 成功 再度 败走,0
 二十年 圣人 所定 封神 之日 封神 应劫 人物二 弟子 人物一 遵 师命 下山 投奔 明主 只见 西岐 已亡 生灵涂炭,0
 武王灭 商后 人物一 奉命 太上老君 人物二 敕令 封神 殷郊 封为 太岁 神,0
 阐教 弟子 人物二 偏袒 人物一 申公豹 嫉妒 人物一 手掌 封神 大权 挑动 大批 高人 对付 人物一 西岐 方面 造成 巨大 困难,0
 人物二 象 一把 金钥匙 顿时 打开 人物一 心窍,0
 人物二 太上老君 通天教主 人物一,0
 白鹤 童子 现身 取回 阴阳 镜 人物一 见 人物二,0
 封神 场景 人物二 命 人物一 岐山 修建 张挂 封神榜,0
 人物一 正愁 无计可施 突然 空中 传来 师父 人物二 说话 子牙 一鼓作气 干 下去,0
 封神演义 中 人物 玉鼎 真人 封神演义 中玉鼎 真人 玉虚宫 人物二 门下 人物一 同门 师兄 阐教 十二 金仙,0
 小说 封神演义 中 人物一 辅佐 周 武王伐纣 事毕 奉 玉虚宫 人物二 之命 敕封 八部 三百六十五 位正神 封神榜,0
 武王灭 商后 人物一 奉命 太上老君 人物二 敕令 封 值 年岁 君 太岁 之神,0
 人物一 无奈 只好 跑 昆仑山 玉虚宫 请 师傅 人物二,0
 整个 故事 人物二 人物一 带 封神榜 下山 救世 山上 各路 仙魔道 妖 选择 最终 展开 一场 震天撼地 神魔 大战,0
 封神 诀 仙界 大战 讲述 商周 朝代 更替 之战 人物一 代 人物二 执掌 封神榜 兴周灭 纣 一统 天 三界 成就 封神 大业,0
 真武 封神 封神 场景 人物二 命 人物一 岐山 修建 张挂 封神榜,0
 南极 仙翁 阐教大 弟子 随侍 人物二 申公豹 迷惑 人物一 时 出手 解围,0
 人物二 派遣 姜尚 人物一 下册 助周亡 纣,0
 昆仑 派 据说 师承 玉清 人物二 世界 人物一 创 凡间 天龙 教 以外 实力 最强 历史 悠久 门派,0
 人物一 无奈 只好 跑 昆仑山 玉虚宫 请 师傅 人物二 搬来 三 教主,0
 他原 四川 峨嵋山 道 仙 人物一 奉 人物二 之命 封为 正一 龙虎 玄坛 真君 职责 专司 金银财宝 迎祥 纳福,0
 昆仑山 人物二 派 徒弟 人物一 下山 封神 应天 劫,0
 封神演义 阐教 人物一 人物二 阐教 教主 居于 昆仑山 玉虚宫,0
 封 神台 人物二 命 人物一 岐山 修建 张挂 封神榜,0
 人物一 帮 申公豹 求情 人物二 放 申公豹,0
 人物一 归国 封神 太 无极 混元 教主 人物二 敕 曰,0
 二郎神 人物二 人物一 齐天大圣,0
 简介 人物二 命 人物一 岐山 修建 张挂 封神榜,0
 人物二 决定 商周 大战 完成 封神 大计 三个 门徒 人物一 申公豹 玉鼎 真人 各领 师命 下山,0
 三清 圣人 共 议定 人物二 赐予 其徒 人物一 配合 打神 鞭 借助 人间 商朝 气数 周朝 兴旺 国运 敕封 八部 三百六十五 位正神,0
 封神榜 载 人物一 奉 人物二 之命 封之为 清正 龙虎 玄坛 真君,0
 人物二 人物一 下山 辅助 明主 清扫 妖邪 拜 封神,0
 纣王 断送 商汤 江山 人物二 派 人物一 兴周 灭商 主持 封神榜,0
 → 昆仑山 找 人物一 师父 人物二 获得 老子 情报 → 玄都云 空中 有朵 奇怪 云 找 老子 得到 太极图 回落 魂台 破法,0
 幡 六尾 其上 各写 太上老君 人物二 阿弥陀佛 准提 道人 姬发 人物一 六人 名讳,0
 人物二 阐教 掌门 传于 人物一 导致 门下 内讧 不已 十二 金仙 所剩 八仙 破门 立教 自立门户,0
 角色 详解 人物一 昆仑山 师从 人物二 四十 载 西歧 军师 运筹帷幄 周朝 军队 灵魂 人物,0
 接受 昆仑 人物二 敕命 助阵 人物一 讨伐 商纣,0
 天地 中央 戊己 之旗 人物二 赐给 人物一,0
 姜太公 百无禁忌 民间传说 人物一 人物二 徒弟 奉 师命 辅佐 周文王 武王 讨伐 商 纣王,0
 燃灯 道人 主要 封神演义 中 出现 人物二 弟子 曾经 帮 人物一 破十绝 阵,0
 人物一 昆仑 洞奉 师傅 人物二 之命 下山 伺机 出侍 文王 乃设 算命 馆,0
 人物一 代玉虚 人物二 封神 念 忠孝 之心 封为 中天 北极 紫微 大帝 之神 命为 尊贵 之神,0
 封神 战时 人物二 借予 人物一 用以 封神 封神 过后 人物二 打神 鞭 收回,0
 人物一 昆仑 洞奉 师父 人物二 之命 下山 伺机 出侍 文王 乃设 算命 馆,0
 人物二 人物一 之口 敕封 诸天 正神,0
 人物二 送 人物一 叮嘱 下山 时 听到 不可 回头,0
 众神 之神 中国 神话 中国 神话 中 众神 之神 人物一 阐教 昆仑山 玉虚宫 人物二 门下 弟子 派 下山 辅佐 明君 代理 封神,0
 富又富 不了 走 走 不了 人物一 懒于 朝政 四处 蹭 饭 蹭 酒 时不时 恩师 人物二 跑,0
 武王灭 商后 人物一 奉命 太上老君 人物二 敕令 封神,0
 人物二 命 人物一 下山 辅助 周武王 兴国 灭 纣 人物一 骑着 四不象 四处 游说 东 海之滨 筑台 封神 六神 归位 百战百胜,0
 玉虚宫 人物一 人物二 门人,0
 人物一 字 飞熊 师从 人物二 修道,0
 封神 大战 时 人物二 借予 人物一 用以 封神,0
 封神 英雄榜 剧情简介 人物一 师从 人物二 修道 中 狐狸精 野鸡 精 误会 冲突 二 妖 联合 玉石 琵琶 精向 女娲 求救,0
 孟懿子 基本 信息 鲁昭公 二十四年 前 年 孟僖子 临终 之前 孟懿子 人物一 人物二 老师,0
 义云 史记 云 人物二 人物一 适周 问礼 於 老子 老子 曰 子 所言 其人骨 已朽 独其言,0
 遂 退而谓 人物一 ① 曰 人物二 先圣 之嗣 自弗父 世有 德 天所祚,0
 连鲁 大夫 孟僖子 其子 孟懿子 人物一 来学礼 人物二 办学 名闻遐迩,0
 岁 时 跟随 老师 人物二 同学 人物一 仲由 周游列国 考察 周 社会 吏制 道德规范,0
 公元前 年 一天 人物二 弟子 人物一 说 周之守 藏室 史 老 聃 博古通今 知 礼乐 之源 明 道德 之要,0
 人物二 人物一 扬鞭 启程 踏上 观周 之路,0
 人物一 人物二 愿望 转告 国君,0
 景王 十五年 辛末 人物一 生 时 人物二 年 叁 十五岁,0
 鲁昭公 二十四年 公元前 年 孟懿子 人物一 学礼于 人物二,0
 人物一 鲁国 国君 说 接受 父亲 嘱咐 说 人物二 圣人 后代 先祖 宋国 消亡,0
 人物二 谓 人物一 ① 曰 吾 闻 老 聃 博古 知今 通 礼乐 之原 明 道德 之归 吾师,0
 人物二 遂 人物一 一道 千里迢迢 来到 东周 都城 洛阳 请教 学习 礼乐,0
 鲁 人物一 言 鲁君 曰 请 人物二 适周,0
 人物二 曾经 带 人物一 周朝 王城 洛邑 老聃 问礼,0
 ① 丁寅 生 人物二 演义 回 人物一 夫子 契合 请 先容 最为 合宜 打定主意 便 一径 访敬叔,0
 鲁昭公 二十四年 前 年 孟僖子 临终 之前 孟懿子 人物一 人物二 老师,0
 燕伋 拜师 求学 岁 时 跟随 老师 人物二 同学 人物一 仲由 周游列国 考察 周 社会 燕伋 宓不齐 立像 吏制 道德规范,0
 遣 一车 二 马一 童一御 人物一 陪 人物二 前往,0
 史记 人物二 世家 载 鲁 人物一 言 鲁君 曰 请 人物二 适周,0
 人物二 家语 记载 人物二 人物一 说 听说 老聃 博古 知今 通 礼乐 之原 明 道德 之归 老师 想 学习 礼仪,0
 子 辞别 人物二 人物一 说 现今 人物二 先圣 后代 从弗父 孔氏 后代 世世 有德 谦让 这是 上天 所赐 福分,0
 人物二 私学 学生 主要 平民 组成 ﹐ 据近 考证 ﹐ 人物二 学生 真正 贵族 ﹐ 人物一 司马 牛 孟懿子 少数几,0
 公元前 年 一天 人物二 弟子 人物一 说 周之守 藏室 史 老 聃 博古通今 知 礼乐 之源 明 道德 之要,0
 人物一 人物二 一起 周国,0
 相传 人物二 人物一 适周 问礼于 老聃 问 乐于 苌 弘,0
 为阅 周公之 典 访 元圣 之迹 人物二 周景王 年间 携 弟子 人物一 入周 问礼于 老聃 问 乐于 苌 弘,0
 孟懿子 人物一 学礼于 人物二,0
 岁 公元前 年 鲁昭公 二十四年 孟懿子 人物一 学礼于 人物二,0
 前 年 孟僖子 死 嘱咐 二 子 孟懿子 人物一 师侍 人物二,0
 同学 兼 好友 南宫 元宸 出身 名门 人物一 那位 人物二 一同 老子 问礼 韵 后裔 父母 均 政界 任重 职,0
 排遣 一辆 二 马拉 马车 一个 书童 一个 车夫 人物一 陪 人物二 前往 东周,0
 孟僖于 卒 孟懿子 人物一 拜 人物二 为师,0
 遣 一车 二 马一 童一御 人物一 陪 人物二 前往,0
 孟僖子 死 嘱 子 孟懿子 人物一 人物二 学礼,0
 人物二 人物一 说 听说 老子 博古通今 通晓 礼乐 起源 明白 道德 归属 老师 现在 我要,0
 人物 简介 前 年 孟僖子 临终 之前 孟懿子 人物一 人物二 老师,0
 人物二 世家 鲁 人物一 言 鲁君 曰 请 人物二 适周,0
 公元前 年 一天 人物二 弟子 人物一 说 周之守 藏室 史 老 聃 博古通今 知 礼乐 之源 明 道德 之要,0
 论语 八 佾 人物一 仅 十二岁 似 可能 随同 人物二 适周,0
 孟厘子 死 孟懿子 鲁国 人物一 便 前往 人物二 处学礼,0
 两个 儿子 孟懿子 何忌 人物一 说 拜 人物二 为师 学习 礼仪,0
 十七年 戊戌 人物二 谓 人物一 曰 五口 开老职 博古 通 礼乐 之原 明 道德 之归 吾师,0
 史记 人物二 世家 云 人物一 人物二 俱 适周 问礼 盖见 老子 云,0
 人物一 人物二 想法 报告 鲁国 国君 昭公,0
 孔于 入 周问 礼乐 周敬王 时期 人物二 得到 鲁君 支持 人物一 来到 周朝 国 都洛邑,0
 人物一 人物 简介 前 年 孟僖子 临终 之前 孟懿子 人物一 人物二 老师,0
 前 年 孟僖子 临终 之前 孟懿子 人物一 人物二 老师,0
 相传 人物二 人物一 适周 问礼于 老聘 问 乐于 苌 弘,0
 人物二 岁 时 鲁 大夫 孟僖子 之嗣 孟懿子 人物一 学礼 授徒 讲学,0
 年 人物二 人物一 不辞而别 事 写 吕步舒 诗云 证羊 见怪 粗奇 生父 犹然 况,0
 人物一 突然 离去 致使 人物二 无法 上课 陈夫人 唐筼 课本 充当 丈夫 助手 走上 讲坛 直至 一年 黄萱 到来 作罢,0
 人物二 学生 人物一 河北 文安 人物二 燕京大学 学生,0
 新 中国 成立 人物二 接受 新 思想 先后 收 赵鸣 华 李鸣岩 人物一 王梦云 王晓临 许爱华 一批 年轻 女演员 为徒,0
 人物一 活动 年表 年 月 农历 己亥 年 人物二 收 人物一 为徒 人物二 收 人物一 为徒,0
 人物二 主要 弟子 一生 收徒 甚 私淑 更众 李盛泉 李金泉 王晓临 王梦云 时世宝 赵鸣 华 李鸣岩 人物一 皆 宗法,0
